Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RISK_MM;RainTomorrow
21.04.2016;Albury;09.8;22.4;0;NA;NA;ESE;19;NE;SSE;4;9;61;55;1022.7;1019.6;NA;3;17.4;22;No;03.6;Yes
19.01.2009;CoffsHarbour;14.3;25.9;0;4;11.2;NNE;44;NNW;NE;7;31;59;55;1019.9;1016.8;5;7;22.3;23.9;No;0;No
24.12.2010;CoffsHarbour;19.9;24.7;19.4;0.6;0.1;SE;46;SSE;SSE;28;31;82;82;1021.1;1020.2;8;8;23.1;22.1;Yes;40.4;Yes
16.12.2015;Cobar;20.5;38;0;08.6;NA;E;56;N;SSW;17;13;34;11;1011.6;1008.1;3;6;28.6;35.5;No;0;No
29.12.2015;Cobar;16.6;31.7;0;11.2;NA;SSE;41;E;SE;20;24;38;17;1019.6;1016.7;0;0;21.1;29.7;No;0;No
09.01.2014;Albury;16.9;29;0;NA;NA;NE;31;NE;NE;17;15;48;38;1020.8;1019.1;8;1;21.1;26.8;No;01.4;Yes
25.07.2011;Albury;05.5;13.2;16.2;NA;NA;NW;26;SE;NW;9;11;99;80;1016.6;1015.8;8;NA;8;12.2;Yes;02.2;Yes
21.06.2010;CoffsHarbour;06.2;19.7;0;01.6;08.1;S;33;WSW;S;13;22;80;63;1030.3;1029.6;6;3;13.9;18.9;No;04.4;Yes
17.11.2016;Cobar;15.2;33.9;0;NA;NA;NE;30;ENE;NE;19;9;NA;NA;1019.8;1016.4;NA;NA;24.8;31.7;No;0;No
06.09.2009;CoffsHarbour;09.4;21.2;0;4;10.6;SE;20;SE;E;6;17;41;61;1018.3;1015;1;2;19.7;20.1;No;0;No
06.04.2010;CoffsHarbour;15.5;24.5;0;03.4;01.4;NNE;28;NW;NNE;2;17;79;67;1020.9;1018.6;7;8;21.2;22.6;No;0;No
04.01.2016;Cobar;16.3;28.2;0;09.6;NA;ENE;37;E;SSE;19;13;59;47;1012.7;1010.7;1;7;22.1;25.8;No;0;No
25.03.2016;Cobar;18.3;30.1;0;07.4;NA;SSW;35;SSW;SSW;9;17;38;27;1017.8;1016.4;7;7;21.5;28.8;No;0;No
25.01.2012;BadgerysCreek;18.9;24.2;06.8;NA;NA;ENE;28;NA;ENE;0;6;100;100;1014.5;1013.4;NA;NA;20.9;20.7;Yes;61.4;Yes
23.05.2017;BadgerysCreek;10.4;23.2;0;NA;NA;N;19;ENE;N;4;11;99;57;1022.3;1016.9;NA;NA;15.1;22.3;No;03.2;Yes
11.08.2009;Albury;05.9;17.7;0.4;NA;NA;NNE;43;E;NNW;19;22;62;59;1009;1008.6;1;1;14.8;15.6;No;04.8;Yes
03.03.2013;BadgerysCreek;16.4;24.1;04.8;NA;NA;SE;33;SSE;SE;9;15;79;62;1022.3;1020.5;NA;NA;20;23;Yes;3;Yes
03.05.2017;Cobar;05.6;18.6;0;NA;NA;SSW;30;SSE;SSW;15;17;54;25;1026.9;1024.1;NA;NA;11.3;17.8;No;0;No
25.07.2016;Cobar;03.3;15;0;01.8;NA;WSW;31;W;NW;15;17;67;57;1019.8;1017.9;NA;1;08.6;14.2;No;0;No
31.05.2016;Cobar;03.6;15.9;0;01.2;NA;ESE;17;SSE;SSE;7;7;77;42;1026.8;1023.8;7;NA;07.8;15.1;No;0;No
03.12.2014;Cobar;22.8;34.1;03.6;12.2;NA;SW;52;NNE;SW;20;28;43;61;1010.4;1010.2;7;7;29.2;25.7;Yes;05.8;Yes
14.07.2016;Cobar;0.9;12.7;0;2;NA;SW;28;S;SW;4;15;76;47;1033.6;1030.9;NA;2;06.1;12.4;No;0;No
26.11.2016;Cobar;12;28.4;0;08.6;NA;SSW;33;SE;S;15;13;NA;NA;1018.2;1015.3;NA;NA;19.2;27.3;No;0;No
23.02.2009;BadgerysCreek;17.4;30.3;0;NA;NA;WSW;57;NE;ENE;11;20;73;52;1017.1;1011.8;NA;NA;22.7;28.8;No;04.2;Yes
21.01.2009;CoffsHarbour;22.2;30.8;0;06.8;03.6;NNE;48;NNW;NNE;17;31;58;61;1014.9;1012;6;7;26.8;26.7;No;0.2;No
12.01.2017;Cobar;24.6;40.1;0;NA;NA;NW;41;SE;W;17;20;23;16;1008.9;1005.7;7;1;29.8;38.7;No;0;No
23.07.2010;CoffsHarbour;10.9;18.6;0;03.4;06.1;S;41;SW;SSW;24;28;58;57;1030;1028.3;4;7;14.5;17.3;No;0;No
03.10.2016;Cobar;11.3;19;6;NA;NA;SW;72;WSW;W;17;28;NA;NA;1006.6;1006.3;NA;NA;13.5;17.8;Yes;0.4;No
05.07.2011;Albury;06.9;11.2;03.8;NA;NA;WNW;59;NW;WNW;26;28;84;73;1010.1;1008.8;8;NA;07.8;10.6;Yes;01.2;Yes
11.12.2009;CoffsHarbour;22;26.7;02.4;04.8;08.5;N;44;WNW;SSW;9;20;80;62;1010.7;1012.5;7;7;23.5;26;Yes;0;No
15.04.2015;BadgerysCreek;10.4;27.3;0;NA;NA;WSW;50;NA;NNE;0;7;87;43;1025;1021.1;NA;NA;17.1;26.1;No;7;Yes
19.02.2009;CoffsHarbour;18.9;26.1;01.6;2;08.6;ESE;43;SSW;ENE;13;13;72;78;1008.5;1006.2;2;6;23.8;24.4;Yes;4;Yes
24.12.2015;Cobar;17.4;32.3;0;07.2;NA;E;52;E;ESE;22;19;56;32;1013.4;1009.8;1;0;22.5;30.8;No;0;No
07.01.2011;CoffsHarbour;18.4;26.6;44.4;1;5;NE;56;SW;E;7;17;95;65;1011.6;1010.5;8;6;20.1;26.1;Yes;05.6;Yes
24.09.2010;CoffsHarbour;14.9;23.4;0;3;9;NNE;39;ESE;NNE;9;28;72;67;1022.8;1018.8;4;1;21.2;23.2;No;0;No
19.07.2009;CoffsHarbour;06.3;18.7;0;01.8;09.7;NW;22;WNW;E;13;11;62;47;1022.3;1020.2;1;1;14.9;18.1;No;0;No
05.07.2016;Albury;06.7;10.6;1;NA;NA;WNW;19;NA;SSE;0;7;92;99;1011.2;1008.6;8;8;07.8;08.9;No;07.6;Yes
28.11.2012;BadgerysCreek;16.9;22.3;10;NA;NA;ENE;22;S;ENE;4;9;91;83;1018.3;1016;NA;NA;19.9;21.6;Yes;02.8;Yes
17.09.2009;CoffsHarbour;17.2;28.3;0;5;10.7;N;52;N;NNE;31;39;52;59;1022.2;1017.3;0;1;23.3;23.2;No;0;No
05.12.2011;CoffsHarbour;14.9;19.6;02.4;06.4;0.7;SSW;50;SW;S;28;28;58;64;1018.7;1016.8;7;8;17;18.1;Yes;0.6;No
12.11.2015;Cobar;22.9;34.8;0;09.4;NA;S;57;NE;N;28;22;38;27;1014.9;1011.5;7;7;28.1;32.5;No;13.8;Yes
18.07.2013;Albury;12.1;20.5;0;NA;NA;NNE;57;NE;NE;17;22;73;69;1019.1;1013.7;NA;1;16.1;19.1;No;33.6;Yes
17.09.2016;Cobar;7;18;0;03.2;NA;NNE;35;N;N;6;13;76;56;1022;1017;4;8;14.1;18;No;10.8;Yes
20.04.2017;Cobar;16;29;0;NA;NA;NNE;35;NE;NE;24;17;47;27;1026.4;1022.9;NA;NA;20.8;26.9;No;0;No
02.03.2013;BadgerysCreek;14.5;20.5;18;NA;NA;SSE;43;SW;S;15;26;85;73;1021.7;1021.4;NA;NA;16.4;19.3;Yes;04.8;Yes
04.09.2009;Cobar;12.6;21.7;NA;NA;NA;SW;28;WNW;WNW;2;13;96;49;1015.2;1011.8;8;NA;15.3;21.1;NA;8;Yes
28.03.2014;BadgerysCreek;16.4;23.4;03.4;NA;NA;N;19;W;NNW;7;2;93;76;1016.9;1013.7;NA;NA;18;22;Yes;01.6;Yes
12.06.2012;BadgerysCreek;10.3;18.4;30.8;NA;NA;SE;35;S;SSE;7;9;91;83;1021.4;1019.2;NA;NA;13.2;15.5;Yes;04.6;Yes
09.03.2011;CoffsHarbour;18.6;26.6;0;03.8;06.4;NNE;37;NW;NE;13;24;68;59;1018;1015.3;7;7;22.6;25.5;No;0;No
18.04.2016;Cobar;13.7;27.2;0.8;03.6;NA;ESE;22;ENE;ESE;13;11;64;28;1018.6;1015.3;2;3;19;26.4;No;0;No
08.03.2012;BadgerysCreek;14;21;67.8;NA;NA;WSW;52;WSW;WSW;24;20;89;89;1006.6;1006.4;NA;NA;15.9;17.2;Yes;05.4;Yes
11.04.2014;BadgerysCreek;17.8;26;12;NA;NA;S;22;N;S;6;15;88;66;1005.9;1003.1;NA;NA;21.1;24;Yes;11.8;Yes
18.06.2011;CoffsHarbour;09.9;18.4;0;NA;09.7;W;41;WSW;SSE;22;13;36;45;1011.8;1010.1;1;0;14.6;17.1;No;0;No
21.03.2017;Cobar;20.1;33.5;19.2;NA;NA;ENE;31;NE;NNW;17;15;91;48;1011.4;1009.7;1;1;23;31.9;Yes;0.2;No
18.01.2016;Cobar;19.3;34.5;0;9;NA;E;33;ENE;S;19;9;38;19;1016.8;1014;7;5;24.5;32.2;No;0;No
15.02.2011;Cobar;19.7;28.4;0;09.2;NA;E;43;E;E;24;22;61;46;1017.3;1015.5;7;6;21.5;28.3;No;04.8;Yes
06.03.2011;CoffsHarbour;17.3;24.3;63.8;2;0.5;ESE;48;SW;ESE;20;26;75;54;1023.9;1023.5;7;7;18.4;21.6;Yes;16.2;Yes
16.11.2015;Cobar;15.1;28.4;0;08.2;NA;E;41;E;SE;20;13;49;28;1016.3;1013.1;0;5;20;25.6;No;0;No
06.09.2015;Albury;05.2;16.4;0;NA;NA;N;33;SW;N;6;22;90;58;1022.8;1018.7;8;3;08.7;16;No;01.6;Yes
21.12.2016;Cobar;19;33;0.6;13;NA;SW;35;SSE;S;15;15;NA;NA;1013.8;1012.1;1;NA;23.5;31.1;No;0;No
23.06.2011;CoffsHarbour;02.7;19.3;0;01.8;09.4;ENE;19;NW;NE;7;9;59;46;1019;1017.4;0;0;13.7;18.5;No;0;No
01.06.2013;Cobar;16.1;16.9;0;05.2;NA;N;43;NNE;N;20;15;67;90;1018.6;1014.8;8;8;16.8;15.8;No;14.2;Yes
13.11.2010;CoffsHarbour;20.7;26.7;0;06.4;12;NNE;57;N;NNE;22;39;62;62;1019.6;1017.8;1;3;24.9;24;No;0;No
23.11.2009;BadgerysCreek;17.6;20.8;01.6;NA;NA;SSE;44;SE;SSE;19;15;70;86;1021.1;1022.7;NA;NA;19.3;17.1;Yes;05.8;Yes
09.11.2009;CoffsHarbour;17.8;23.4;58;NA;06.1;NA;NA;SE;ESE;19;19;66;59;1025.9;1023.5;8;2;20.9;22.5;Yes;0;No
21.11.2009;CoffsHarbour;20.6;30;0;05.2;11.6;NNE;54;NNE;NE;26;37;76;65;1010.2;1007.3;2;0;26.6;28.1;No;0;No
25.12.2014;BadgerysCreek;19.1;31.9;0;NA;NA;WNW;59;NNE;E;11;11;82;54;1011.2;1004.3;NA;NA;21.7;30.9;No;22;Yes
22.01.2016;Cobar;26.3;36.8;0;11.1;NA;WSW;52;NNW;SW;9;19;58;82;1008.1;1007.2;7;7;29.4;27.1;No;02.2;Yes
29.02.2012;Cobar;21.5;33.3;27.2;05.6;NA;WNW;39;N;NW;17;11;80;42;1010.3;1007.1;7;7;24.4;32.3;Yes;03.2;Yes
20.04.2013;BadgerysCreek;12.5;18.3;04.6;NA;NA;SW;46;SW;S;19;19;89;69;1014.4;1014.6;NA;NA;13.9;18;Yes;18.2;Yes
24.06.2015;Cobar;11.6;14.4;08.6;01.2;NA;W;33;NE;WSW;9;11;97;87;1021.3;1019.4;8;7;11.6;13.5;Yes;5;Yes
26.02.2011;CoffsHarbour;19.9;29.5;0;05.8;05.9;NNE;37;WSW;NNE;19;28;78;64;1014.1;1010.6;8;6;22.3;27.1;No;0;No
14.05.2017;BadgerysCreek;10.3;21.1;0;NA;NA;SE;19;WSW;ESE;11;9;97;71;1022.6;1019.2;NA;NA;14.9;18.6;No;01.2;Yes
01.12.2015;Cobar;22.6;37.1;0;35.4;NA;W;57;N;W;22;33;11;17;1008;1007.9;7;7;30.7;34.7;No;0;No
31.08.2010;CoffsHarbour;08.9;20.8;0.6;03.2;10.5;NNE;41;SE;NE;9;30;74;56;1025.9;1021.6;1;1;17.8;20;No;0;No
02.11.2016;Cobar;07.6;25.2;0;NA;NA;SSW;41;SSE;WSW;15;13;NA;NA;1017.3;1015.3;NA;NA;17.5;24.3;No;0;No
27.01.2012;Cobar;20.4;27.2;0.4;7;NA;E;56;E;E;20;37;82;58;1009.9;1008.2;7;7;21.6;27;No;32.6;Yes
30.10.2010;Albury;16;19.5;03.4;NA;NA;NE;33;SE;ENE;7;19;95;96;1010.7;1008.4;8;8;17.6;18.6;Yes;50.8;Yes
22.12.2011;Cobar;19.5;32.4;0;08.8;NA;S;41;NE;S;22;24;62;71;1013;1009.5;1;7;24.2;21.8;No;01.6;Yes
01.09.2016;BadgerysCreek;05.8;22.4;0;NA;NA;WNW;22;NA;NNW;0;2;89;42;1020.5;1014.9;NA;NA;14.2;21.8;No;10;Yes
17.10.2009;CoffsHarbour;06.7;21.6;0;7;12.1;NA;NA;SW;SE;22;20;29;43;1020.2;1019.6;1;1;18.2;21;No;0;No
13.02.2011;CoffsHarbour;23;27.9;0;05.4;03.4;SSW;33;SE;E;9;13;78;73;1015.4;1014.6;5;7;25.2;26;No;48;Yes
18.02.2011;Albury;19.3;30.7;0;NA;NA;ESE;52;SE;E;13;15;68;51;1013.7;1010.3;1;1;22;30.4;No;12.2;Yes
29.03.2017;Cobar;18.2;38.3;0;NA;NA;NW;39;E;NNW;13;19;35;24;1010.5;1006.9;NA;1;24;36.2;No;0;No
08.01.2012;BadgerysCreek;17;31.4;0;NA;NA;S;26;SSE;NE;6;4;89;66;1008.9;1002.8;NA;NA;19.5;28.9;No;06.4;Yes
08.01.2011;CoffsHarbour;20;26.8;05.6;03.4;04.8;E;33;SW;S;20;28;77;87;1011.1;1009.4;5;8;23.6;23.3;Yes;13;Yes
07.03.2012;BadgerysCreek;13.7;21.4;0.2;NA;NA;SSW;37;SW;SW;13;15;69;82;1018.9;1016.2;NA;NA;17.2;17.6;No;67.8;Yes
07.04.2015;Albury;11.8;19.9;08.8;NA;NA;SW;37;S;W;6;19;83;60;1008.3;1006.8;7;8;14.2;18;Yes;4;Yes
31.05.2015;Albury;08.4;14.5;0;NA;NA;NW;33;NE;NW;6;17;80;64;1018.4;1013.9;8;7;09.6;13.8;No;02.4;Yes
01.06.2009;Albury;8;14.3;01.2;NA;NA;SE;13;NA;NA;0;0;88;75;1031.9;1029.2;8;8;09.2;14;Yes;01.4;Yes
09.04.2017;BadgerysCreek;10.6;27.5;0;NA;NA;W;72;WNW;N;2;13;78;46;1015.5;1006.3;NA;NA;17.1;25.4;No;07.4;Yes
08.09.2016;Cobar;10;23;0;04.6;NA;NE;41;NNE;NE;26;24;62;48;1024.7;1019.4;5;5;17.4;22.3;No;0;No
17.05.2010;CoffsHarbour;11.5;20.3;0;02.4;0.5;S;35;WSW;NE;13;9;71;72;1019.1;1015.1;7;7;16.1;18.1;No;5;Yes
06.08.2015;Albury;2;10.9;01.4;NA;NA;SW;20;WSW;WNW;13;13;87;73;1019.9;1020.6;8;8;05.2;10.2;Yes;01.4;Yes
29.06.2014;Albury;06.4;10.7;5;NA;NA;NNW;56;NW;WNW;22;20;98;84;1004.9;1006.3;8;8;07.5;10.4;Yes;01.2;Yes
23.03.2016;Cobar;15.4;29.3;0;7;NA;WSW;24;E;NNE;13;7;40;24;1017.2;1015.6;6;5;19.9;28.1;No;0;No
11.02.2012;Albury;11.5;27.8;0;NA;NA;S;35;SSE;WNW;9;11;69;42;1011.7;1009.2;NA;8;16.6;25.1;No;03.2;Yes
11.07.2014;Albury;07.1;11.3;0.4;NA;NA;WNW;28;W;NW;9;13;91;86;1021;1019.5;8;8;07.7;09.9;No;04.4;Yes
28.01.2010;CoffsHarbour;21.4;29.5;0.8;04.2;05.8;NNE;28;SW;ENE;15;13;78;78;1011.6;1008.8;6;6;25.3;25.3;No;02.6;Yes
26.12.2010;BadgerysCreek;19.4;30.2;04.8;NA;NA;SSW;63;WNW;NNE;11;9;94;65;1007.4;1001.5;NA;NA;19.5;28.6;Yes;21;Yes
21.01.2015;BadgerysCreek;18.3;28.2;01.4;NA;NA;E;37;NW;NW;6;11;79;70;1011;1009.7;NA;NA;23.5;24.6;Yes;01.2;Yes
10.11.2015;Cobar;18.3;33.9;0;9;NA;ESE;28;NE;ENE;15;9;35;17;1014.1;1011;6;4;26;32.4;No;0;No
20.08.2010;CoffsHarbour;17.3;22.1;0;3;04.7;NW;35;WSW;W;9;9;60;45;1014.2;1011.7;7;6;19.4;19.5;No;0;No
07.02.2016;Cobar;21.4;34.7;0.6;19.8;NA;SSE;35;ENE;SSE;17;15;53;24;1014.7;1012.1;1;3;24.3;33.2;No;0;No
24.03.2009;CoffsHarbour;15.5;26.6;0;03.4;11.1;NE;30;W;NE;7;17;75;56;1020.2;1018.5;1;1;22.5;25.7;No;0;No
19.10.2011;CoffsHarbour;13.1;21.4;0.6;3;11;WSW;31;WSW;ESE;20;15;60;48;1031.2;1028.6;3;2;18.5;20.9;No;0;No
03.01.2016;Albury;18.4;23.1;02.2;NA;NA;ENE;48;ESE;ENE;11;39;62;67;1014;1014.8;8;8;21.8;19.5;Yes;15.6;Yes
09.03.2009;CoffsHarbour;19.1;25.7;0.2;5;05.8;ESE;43;SW;E;15;17;78;75;1018.7;1017.6;4;8;23.5;23.6;No;24.4;Yes
19.06.2016;Cobar;12.3;13.3;04.5;NA;NA;SW;39;SSE;SSW;13;22;94;96;1010.4;1002.9;8;8;12.9;12.3;Yes;29.1;Yes
23.10.2010;CoffsHarbour;13.5;23.3;0;06.2;11.9;NE;37;N;NE;15;26;60;66;1019.3;1016.4;0;1;21.6;22.6;No;0;No
14.05.2010;CoffsHarbour;05.3;21.8;0;02.4;10;WSW;31;WSW;S;15;15;49;39;1017;1013.3;0;0;16.7;20.6;No;0;No
23.09.2009;CoffsHarbour;17.8;24.5;2;01.8;01.5;WNW;69;W;WNW;24;35;29;20;1001.9;1001.6;8;7;23.2;23;Yes;0;No
26.02.2012;Albury;17.6;25.5;01.4;NA;NA;NE;37;SE;S;6;7;91;100;1018.3;1014.9;7;8;18.6;22;Yes;10.6;Yes
13.06.2009;CoffsHarbour;7;21.3;0;01.8;9;NW;31;WNW;ESE;13;9;54;52;1019.3;1015.4;7;3;14.5;18.3;No;0;No
07.09.2012;Albury;06.8;13.8;02.6;NA;NA;W;67;WNW;WNW;35;33;86;59;1006.8;1008.8;8;8;8;12.4;Yes;03.4;Yes
01.09.2014;Cobar;10.5;25.4;0;04.6;NA;SW;50;N;NW;17;19;37;12;1016.9;1011.6;6;7;16.6;24.7;No;01.4;Yes
23.05.2013;BadgerysCreek;09.6;14.6;18.2;NA;NA;SSW;37;SW;SW;11;15;97;92;1014.3;1013.8;NA;NA;12.1;14.5;Yes;24.8;Yes
07.08.2011;CoffsHarbour;12.7;22.5;0;02.6;08.7;NNW;44;NNW;SE;17;13;51;65;1018.7;1014.4;0;1;19.9;20.7;No;19.6;Yes
16.03.2012;Albury;19.2;20.4;19.2;NA;NA;SW;46;NNW;WNW;9;17;93;93;1010.5;1012.3;8;8;19.8;16.9;Yes;17.4;Yes
31.01.2010;CoffsHarbour;21.6;28.2;10.8;07.4;08.4;ENE;48;ESE;ENE;7;19;79;68;1013.7;1012.6;7;7;26.1;27.1;Yes;05.8;Yes
28.03.2016;Cobar;14.7;27.2;0;06.2;NA;SSW;24;NA;S;0;9;51;31;1016.5;1014;7;7;17.8;26.5;No;0;No
20.10.2016;Cobar;07.8;25.7;0;06.2;NA;ENE;26;ENE;ESE;15;11;NA;NA;1021.8;1017.7;NA;NA;15.8;24.3;No;0;No
27.12.2011;CoffsHarbour;19.6;27.7;0;05.8;10.4;SSW;72;SW;S;20;41;73;62;1005.3;1004.6;5;3;24.1;25.7;No;1;No
26.08.2016;Cobar;0.4;15.3;0;03.6;NA;SSW;28;SW;SSW;9;15;75;39;1023.1;1020.9;NA;NA;08.4;13.8;No;0;No
10.06.2016;Cobar;10.7;15.5;0.2;03.8;NA;WSW;35;SW;WSW;17;19;84;56;1022.6;1022.8;8;5;11.4;15.1;No;0;No
28.05.2010;Albury;06.4;17;0;NA;NA;ENE;22;NA;NE;0;13;96;63;1019.4;1014.3;8;6;09.4;17;No;28;Yes
27.03.2011;BadgerysCreek;13.2;21.7;0;NA;NA;S;30;WSW;SSW;11;7;74;68;1025.1;1024.7;NA;NA;16.6;20.5;No;01.2;Yes
01.06.2010;CoffsHarbour;14.4;21.7;0;02.4;06.5;SW;43;SW;S;26;28;58;53;1016.5;1015.3;6;8;18.3;21.2;No;4;Yes
28.02.2017;BadgerysCreek;17.6;27.4;06.2;NA;NA;E;41;SSW;NNE;6;11;95;80;1023.1;1021.2;NA;NA;20.8;24.8;Yes;13.4;Yes
16.12.2016;Cobar;19;29;07.2;3;NA;NNW;39;NW;W;13;26;NA;NA;1008.3;1006.4;8;6;22.1;27.1;Yes;0;No
16.11.2010;CoffsHarbour;18.9;25.2;0;07.6;02.4;SSW;39;NE;N;9;11;77;92;1012.5;1010.1;7;8;21.8;21.2;No;50.2;Yes
13.10.2010;Cobar;18.1;20.7;0;6;NA;NNE;41;NNE;NNE;20;4;77;95;1017.6;1015.3;7;8;18.4;18.4;No;15.2;Yes
13.01.2010;CoffsHarbour;22.6;28.7;0;08.8;12.3;NE;65;N;NNE;22;44;64;58;1012;1009.6;0;1;26.8;28.1;No;0;No
11.02.2014;BadgerysCreek;18.6;27.1;0;NA;NA;ESE;26;S;ESE;4;13;75;59;1018.2;1014.1;NA;NA;21.1;25.8;No;05.6;Yes
26.01.2011;CoffsHarbour;22.9;28.1;0;07.6;12.4;NE;56;NNE;NNE;24;39;70;66;1013.8;1012.7;0;1;26.1;27.5;No;0;No
12.03.2016;Cobar;22.1;37;04.8;06.6;NA;W;26;E;WSW;9;15;54;27;1017.2;1015.1;2;3;28.1;35.4;Yes;0;No
26.03.2014;Albury;14.4;21.9;0;NA;NA;SE;24;W;SSE;2;9;83;78;1023.8;1021.4;8;8;17.4;21.2;No;16.6;Yes
28.09.2011;CoffsHarbour;10.3;22.3;0;4;06.8;N;50;N;NNE;22;26;52;56;1018.7;1014.3;8;8;19.4;20.6;No;01.4;Yes
09.07.2015;Albury;-0.5;13.2;0;NA;NA;SE;17;NA;SE;0;11;92;61;1030.1;1025.3;3;2;03.3;12.6;No;01.8;Yes
12.12.2015;Cobar;16.3;29.4;0;11.6;NA;SW;35;SE;SSW;11;13;28;9;1015.5;1013;1;1;21.2;27.7;No;0;No
28.09.2012;Albury;14.3;24.3;0;NA;NA;N;67;N;W;30;26;45;62;1000.8;1001.6;5;7;23.2;16.3;No;04.2;Yes
17.09.2015;BadgerysCreek;08.4;20.3;0;NA;NA;SSE;35;SW;SSE;11;19;58;61;NA;NA;NA;NA;15.4;17.7;No;01.4;Yes
14.07.2009;Cobar;04.6;14.7;0;01.4;NA;WNW;35;NW;WNW;9;19;75;46;1010.7;1007.9;5;6;08.6;13.2;No;05.8;Yes
15.02.2009;BadgerysCreek;15;21.9;36;NA;NA;S;41;SSW;SSE;15;17;91;82;1015.7;1014.6;NA;NA;17.8;21.9;Yes;23.4;Yes
07.03.2009;CoffsHarbour;17.8;27.9;0;4;11.4;NNE;52;SSE;NNE;9;33;72;64;1013.5;1010.4;1;2;23.1;27;No;0;No
12.10.2015;Cobar;17;33.7;01.2;07.2;NA;N;57;N;W;13;20;36;18;1016.7;1013.3;1;2;24.4;32.4;Yes;0;No
24.01.2011;CoffsHarbour;16.6;28.7;0;6;09.3;NE;54;N;NE;15;37;61;59;1009.4;1006.3;1;6;24.2;26.9;No;0;No
28.08.2010;CoffsHarbour;05.2;18.7;0;4;09.8;SSW;33;SSW;S;17;17;41;45;1020.9;1020.5;1;3;16.4;17.2;No;0;No
08.12.2010;Cobar;20.5;29.9;06.6;5;NA;NNE;63;NNE;NNE;26;24;72;62;1009.6;1007.4;7;7;24.8;28.5;Yes;37;Yes
25.10.2011;BadgerysCreek;17.7;19.3;0.8;NA;NA;S;33;ESE;S;6;15;100;100;1010.8;1014.4;NA;NA;17.9;15.7;No;12;Yes
07.11.2010;Albury;09.3;24.5;0;NA;NA;W;54;SE;N;9;19;73;46;1018.3;1013.8;NA;1;15.9;24.1;No;02.2;Yes
08.01.2015;Albury;20.7;34.1;0;NA;NA;N;44;ENE;SW;13;26;45;55;1012.4;1007.6;NA;8;28.7;27.8;No;05.4;Yes
04.07.2011;Albury;06.3;14.8;15.4;NA;NA;W;69;N;NW;7;35;85;54;1013.2;1009.1;6;6;10.7;14.1;Yes;03.8;Yes
21.10.2013;Cobar;22.6;39.1;0;11.4;NA;NW;59;NNE;ENE;24;9;23;13;1014.5;1009.9;1;2;27.9;38.1;No;5;Yes
07.12.2010;CoffsHarbour;17.6;26.1;0.6;04.6;12.5;E;26;S;E;13;13;71;67;1016.1;1015.2;4;2;24.2;25.6;No;10.8;Yes
04.09.2010;Cobar;14.8;18;04.2;0.4;NA;NW;59;NNW;NW;28;28;99;71;1008.7;1006.3;8;7;16;16.3;Yes;01.2;Yes
14.06.2009;CoffsHarbour;03.6;19;0;01.6;07.9;SSW;54;NW;NNE;7;15;59;49;1016.5;1012.1;1;5;14.1;17.8;No;0;No
04.06.2010;CoffsHarbour;13.9;20.7;33.4;0.6;05.8;SW;52;WSW;SSW;20;28;79;79;1011.8;1008.9;3;7;16.9;17.9;Yes;01.8;Yes
04.10.2015;Cobar;17.8;35.7;0;11.2;NA;NW;33;NNW;NW;15;13;14;6;1027.2;1023.7;1;1;26.6;35.1;No;0;No
04.12.2009;CoffsHarbour;15.6;30.2;0;05.2;13.1;NE;44;NNW;NE;22;33;53;61;1016.8;1014.3;0;1;24.8;27.3;No;0;No
30.11.2011;Albury;19.2;21.6;16.6;NA;NA;WSW;48;WNW;WNW;26;15;66;87;1006.8;1013;NA;8;21.1;15.6;Yes;02.8;Yes
07.08.2011;BadgerysCreek;9;19.1;1;NA;NA;WNW;46;NE;NNW;6;11;100;98;1017.2;1012.3;NA;NA;11.9;12.8;No;5;Yes
24.09.2016;Albury;08.3;20.5;0;NA;NA;N;31;ESE;WNW;7;17;83;45;1012.3;1008.2;6;4;14.1;20.2;No;3;Yes
05.05.2016;Cobar;11.1;24.5;0;03.6;NA;SSE;22;NE;SSW;15;6;53;43;1020.9;1017.1;NA;NA;17.3;23.8;No;0;No
15.07.2012;Albury;06.4;11.3;09.4;NA;NA;NW;33;W;WNW;17;17;89;64;1020.4;1021.6;7;8;07.2;10.2;Yes;02.8;Yes
14.02.2014;Albury;21.3;30.6;0;NA;NA;WSW;28;SE;WSW;9;13;62;33;1006.1;1003.5;NA;NA;24;30.1;No;21.8;Yes
24.05.2011;BadgerysCreek;06.5;19.3;0;NA;NA;SW;31;NNW;SE;2;11;56;67;1005.3;1004.7;NA;NA;15.3;15.6;No;01.2;Yes
14.04.2017;Cobar;10.9;27.8;0;NA;NA;SSW;30;SW;S;6;17;35;16;1022.7;1019;NA;NA;20.7;27;No;0;No
01.10.2009;CoffsHarbour;12.6;31.2;0;5;10.9;NNE;48;ESE;NE;15;33;47;55;1017.1;1011.4;0;0;22.1;24.5;No;0;No
19.02.2011;Cobar;24.5;37.1;0;8;NA;WSW;57;N;N;17;13;59;40;1008.5;1007.5;7;7;26.8;33.7;No;02.2;Yes
28.11.2010;BadgerysCreek;16;22.5;0.2;NA;NA;N;28;NE;NNE;7;11;90;93;1011.1;1010.6;NA;NA;19.6;20;No;11.4;Yes
